Vardas367           Pavarde367  1  4  1  5  1  4  5  2  2  1  6  3  1  3  4  1 ; final points 1.75
Vardas3988         Pavarde3988  6  1  4  5  7  8  7  6  4  5  9  9  2 10 10  2 ; final points 3.68
Vardas1442         Pavarde1442  5  2  6  5  2  6 10 10 10 10 10  4  3  6  4  2 ; final points 3.68
Vardas8793         Pavarde8793  9  9  5  4  6  5  9  4  9  6  6  3  5  5  8  2 ; final points 3.68
Vardas6280         Pavarde6280  9  6  2  8  7  8  3  9  8  6  5  3  6  9  4  2 ; final points 3.68
Vardas4729         Pavarde4729  9  6  8  8  6 10  9  8  9  6  6  3  3  1  1  2 ; final points 3.68
Vardas4537         Pavarde4537  8  7  4  2  8 10  3  5  7  6 10  7 10  1  5  2 ; final points 3.68
Vardas5987         Pavarde5987  2  5  5  7  8  5  9  5  8  8 10  2  8  9  2  2 ; final points 3.68
Vardas4503         Pavarde4503  9  2  9  9  5  6  1  9  2  6  9  4 10  9  3  2 ; final points 3.68
Vardas6328         Pavarde6328  3  3  1 10  8 10  6  6  3  5  9  7 10  6  6  2 ; final points 3.68
Vardas9550         Pavarde9550  8  4  2  7  5  3  4  9  9  1  8  6  7 10 10  2 ; final points 3.68
Vardas9751         Pavarde9751  6  9  3  7 10 10  5  7  9  2  5  6  7  6  1  2 ; final points 3.68
Vardas8215         Pavarde8215  9 10  7  7  1  5  7  9  5  4  7  8  1  8  5  2 ; final points 3.68
Vardas81             Pavarde81  9  5  9  7  3  7  7 10  7  7  3  5  5  4  5  2 ; final points 3.68
Vardas8807         Pavarde8807  8  8  9 10  6  8  2  7  1  3  9  7  7  4  4  2 ; final points 3.68
Vardas2383         Pavarde2383  6  3  6  4  6  4  8  6  5  8  4  9 10  5  9  2 ; final points 3.68
Vardas1444         Pavarde1444  4  7  4  9  2  5  8  8  5  2  4  6  5  1  1  3 ; final points 3.69
Vardas8455         Pavarde8455  5  4  1  6  5  9  6  1  2  9 10  1  4  4  4  3 ; final points 3.69
Vardas9749         Pavarde9749  2  6  6  3  3  8  5  5  1  5  4  3  3 10  7  3 ; final points 3.69
Vardas3989         Pavarde3989  3  2  1  7  1 10  3  1  4  6  3  9  5 10  6  3 ; final points 3.69
Vardas1359         Pavarde1359  1  8  2  8  2  2  6  4  7  1  2  6  6  9  7  3 ; final points 3.69
Vardas945           Pavarde945  4  5  1  6  4  8  5  7  1  9  5  1  8  6  1  3 ; final points 3.69
Vardas1781         Pavarde1781  9  2  8  5  7  1  7  3  3  5  3  7  3  7  1  3 ; final points 3.69
Vardas8791         Pavarde8791  6  7  1  9  4  3  3  5  1  9  2  7  6  4  4  3 ; final points 3.69
Vardas7408         Pavarde7408  2  6  1  4  3 10  7  2  8  7  1  7  3  8  2  3 ; final points 3.69
Vardas5322         Pavarde5322  4  1  4  6  4  1  1  7  3  5 10  2  5  9  9  3 ; final points 3.69
Vardas3131         Pavarde3131  2  1  4  2  4  6  6  1 10  4  5  4  5  7 10  3 ; final points 3.69
Vardas2758         Pavarde2758  2  6  1  6  5  9  4  2  1  9  6  2  9  8  1  3 ; final points 3.69
Vardas9623         Pavarde9623  9  1  1  5  5  8  6  2  6  5  3 10  8  1  1  3 ; final points 3.69
Vardas3832         Pavarde3832  5  2  7  3  6  1  4  7  4  3  3  7  5  7  7  3 ; final points 3.69
Vardas3508         Pavarde3508  2  1  2  6  9  7  7  5  2  4  3 10  6  3  4  3 ; final points 3.69
Vardas3975         Pavarde3975  7  7 10 10  9  9  8  5  8  2 10  8  5 10  8  1 ; final points 3.69
Vardas6510         Pavarde6510  4  8  5  3  6  5  2  3  5  1  6  5  5  6  7  3 ; final points 3.69
Vardas1293         Pavarde1293  5  3  1  1  8  4 10  1  9  7  3  3  7  2  7  3 ; final points 3.69
Vardas9098         Pavarde9098  5  2  3  4  7  6  8  9 10 10  7  3 10  6  4  2 ; final points 3.71
Vardas6771         Pavarde6771 10  5  4  4  9  2  5  9  9  9  3  1  6  8 10  2 ; final points 3.71
Vardas2945         Pavarde2945  5  8  4 10  8  9  2  2  1  7 10  7  9  2 10  2 ; final points 3.71
Vardas7027         Pavarde7027  7  8  6  4  6 10  8  8  5  6  1 10  6  3  6  2 ; final points 3.71
Vardas3688         Pavarde3688  7  7  5  7 10  2  4  7  8  7 10  2  7  6  5  2 ; final points 3.71
Vardas4875         Pavarde4875  4  8  9  3 10  8  4  6  9  5  5  2 10  2  9  2 ; final points 3.71
Vardas418           Pavarde418  1 10  9  5  3 10  8  2  8  5  3  8  9  5  8  2 ; final points 3.71
Vardas7890         Pavarde7890 10  8  9  2  8  5  2  9 10  7  8  5  1  7  3  2 ; final points 3.71
Vardas2226         Pavarde2226  3 10  6  4  2  5  5  8  7  9  7  3 10  5 10  2 ; final points 3.71
Vardas698           Pavarde698  5 10  8  5  3  6  9  3  3  7  1  9  9 10  6  2 ; final points 3.71
Vardas3259         Pavarde3259  4  7  7  3  8  1  4  7  8  9  6 10  1  9 10  2 ; final points 3.71
Vardas2275         Pavarde2275  5  1 10  6  6  7  8  3  8  6  1 10  4  9 10  2 ; final points 3.71
Vardas9683         Pavarde9683  4  4 10  3 10  6  5  9  6  5  6 10  5  8  3  2 ; final points 3.71
Vardas7687         Pavarde7687  9  9  8  2  9 10  4  8  7  1  4  3  8  8  4  2 ; final points 3.71
Vardas3543         Pavarde3543 10  8  5  4  9  1 10  8  6  9  6  3  4  7  4  2 ; final points 3.71
Vardas3242         Pavarde3242  9  6  7 10  4  2  3  7  8  3  1  9  8  7 10  2 ; final points 3.71
Vardas4489         Pavarde4489  1  7  7  3  9  6  9  9 10  6  3  9  4  5  6  2 ; final points 3.71
Vardas4000         Pavarde4000  4  5  4  3  3  5  7  9  1  9  3  4  2  7  6  3 ; final points 3.72
Vardas8391         Pavarde8391  9  7 10  2  1  1  3  4 10  2 10  4  3  4  2  3 ; final points 3.72
Vardas8768         Pavarde8768 10  3  4  3  2 10  8  2  5  6  4  1 10  2  2  3 ; final points 3.72
Vardas6961         Pavarde6961  6  4  1  5  3  4  6  7  1  2  5  9  3 10  6  3 ; final points 3.72
Vardas458           Pavarde458  2  6  1  5  5  1  5  4  5  6  8 10  5  1  8  3 ; final points 3.72
Vardas2339         Pavarde2339  7  3  3  8  6  2 10  1  1  5  3  9  6  1  7  3 ; final points 3.72
Vardas8617         Pavarde8617  1  2  8  1  8  2  7  8  1  5  9  4  7  2  7  3 ; final points 3.72
Vardas8456         Pavarde8456  4  3  7  5 10  6  2  6  1  6  5  1  1  9  6  3 ; final points 3.72
Vardas6283         Pavarde6283  1  2  9  2  6  7  4  6  2  2  8  3  5  5 10  3 ; final points 3.72
Vardas9123         Pavarde9123  2  7  3  6  9  6  2  9  9  2  1  2  1  3 10  3 ; final points 3.72
Vardas2423         Pavarde2423 10  2  8 10  2  5  2  4  7  2  9  3  2  5  1  3 ; final points 3.72
Vardas6652         Pavarde6652  5  1  6  1  7  8  2  8 10  1  2  6  5  9  1  3 ; final points 3.72
Vardas7823         Pavarde7823  8  2  7 10  7  3  7  1  3  4  1  7  1  1 10  3 ; final points 3.72
Vardas8895         Pavarde8895 10  5  7  4  3  6  8  3  4  1  7  9  1  3  1  3 ; final points 3.72
Vardas8520         Pavarde8520  7  1  8  9  7  3  2  1  1 10  7  1  8  4  3  3 ; final points 3.72
Vardas6620         Pavarde6620  8  1  1 10  3  9  5  2  3  7  1  2  2  9  9  3 ; final points 3.72
Vardas9981         Pavarde9981  2  7  9  5  4  8  1  4  4  3  3  4  3 10  5  3 ; final points 3.72
Vardas7434         Pavarde7434  1  6  5  3  6  9  6  2  8  5  3  7  1  8  2  3 ; final points 3.72
Vardas8858         Pavarde8858  9  2  3  2  3  3  6  6  1  9  8  1  9  1  9  3 ; final points 3.72
Vardas3636         Pavarde3636 10  3  4 10  7  2  1  1  2  9  4  3  3  8  5  3 ; final points 3.72
Vardas366           Pavarde366  3  1  3  7  2  2  6  6  8  3  2 10  3  9  7  3 ; final points 3.72
Vardas3438         Pavarde3438  8  7  7  7  9  8  2  5  3  2 10  6 10  9  2  2 ; final points 3.73
Vardas6823         Pavarde6823  1  7 10  1  2  3  4  3  2  2  4  1  7  1  2  4 ; final points 3.73
Vardas7974         Pavarde7974 10  3  9  7  3  2 10  3  4  5  9  3  7 10 10  2 ; final points 3.73
Vardas8401         Pavarde8401  8  9  1  6  9  7  5  3  3  7  3  9  6  9 10  2 ; final points 3.73
Vardas4367         Pavarde4367  5  2  9  6  7  3 10  7  9  4  5  8  5 10  5  2 ; final points 3.73
Vardas8412         Pavarde8412  6  5  6  6  5  9 10 10  2  3  2  7  6  9  9  2 ; final points 3.73
Vardas1194         Pavarde1194  5  8  4 10  1  5  3  9  1  8  8 10 10 10  3  2 ; final points 3.73
Vardas641           Pavarde641  6  4 10  1  5  6  6  7  8  9 10  6  8  2  7  2 ; final points 3.73
Vardas7858         Pavarde7858 10  6  4  5  6  6  3  3  8  8  3  7  9  8  9  2 ; final points 3.73
Vardas6610         Pavarde6610  3  9  9  7  5  9  2  4  7 10  8  8  2  6  6  2 ; final points 3.73
Vardas998           Pavarde998  4  7  3  2  9 10  9 10 10  2  9  4  3  5  8  2 ; final points 3.73
Vardas4435         Pavarde4435  4  4  4  8  5  6  4  6  7 10  6  7  7  8  9  2 ; final points 3.73
Vardas1129         Pavarde1129 10  7 10  6 10  8  4  3  3  5  3  3  9  8  6  2 ; final points 3.73
Vardas3930         Pavarde3930  6  9  2  1  8  6  7  8  2  4  9 10  6  9  8  2 ; final points 3.73
Vardas8992         Pavarde8992  8  7  3  6  5  1  9 10 10  9  3  6 10  2  6  2 ; final points 3.73
Vardas7201         Pavarde7201  9  8  3 10  4  2  1  8 10 10  7  5  5  9  4  2 ; final points 3.73
Vardas6466         Pavarde6466  2  3  5  4  1  8  2  2  6  3  1  2  2  6  3  4 ; final points 3.73
Vardas6869         Pavarde6869 10  9  5  1 10  5  7  2  7 10  7  9  4  1  8  2 ; final points 3.73
Vardas7262         Pavarde7262  3  1 10  2  3  2  5  4  7 10  2  7  1 10  6  3 ; final points 3.75
Vardas7221         Pavarde7221  6  4  5 10  1  1  2  5  7  3  6  7  7  1  8  3 ; final points 3.75
Vardas6793         Pavarde6793  1  7  9  2  5  8  5  6  3  3  6  3  2  8  5  3 ; final points 3.75
Vardas4451         Pavarde4451  1 10 10  8  1  1  6  3  3  8  4  8  2  5  3  3 ; final points 3.75
Vardas7127         Pavarde7127  1 10  1  1  4  6  7  6  4  5  1  7  6  5  9  3 ; final points 3.75
Vardas3389         Pavarde3389  2  5  3  3  4  6 10  6  8  5  1 10  3  4  3  3 ; final points 3.75
Vardas3793         Pavarde3793  2  1  6  2  8  7 10  4  4  8  8  4  1  3  5  3 ; final points 3.75
Vardas7790         Pavarde7790  9  8  6  5  4  1  8  3  3  3  4  1  7  5  6  3 ; final points 3.75
Vardas9667         Pavarde9667  7  8  9  7  7  3  1  5  2  2  5  2  5  4  6  3 ; final points 3.75
Vardas9907         Pavarde9907  1  2  6  8  7  3  3  5  5  5  5  7  2  5  9  3 ; final points 3.75
Vardas9189         Pavarde9189  8  1  7  2  1  8  5  5  9  7  5  2  2 10  1  3 ; final points 3.75
Vardas3034         Pavarde3034  2  1  8  9  8  1  1  4 10  3  1  9  6  4  6  3 ; final points 3.75
Vardas5123         Pavarde5123  4  6  9  4  3  5  2  6  7  4  1  6  1  6  9  3 ; final points 3.75
Vardas7293         Pavarde7293  3  1  5  4  6  5  5  1  1  6  7  9 10  1  9  3 ; final points 3.75
Vardas2096         Pavarde2096  8  5  4  1  3  3  7  2  6 10  6  3  9  4  2  3 ; final points 3.75
Vardas6689         Pavarde6689  1 10  8  8  1  2 10  5  2  8 10  1  3  3  1  3 ; final points 3.75
Vardas8770         Pavarde8770  4  8  4  5  2  8  5  7  8  4  2  5  4  6  1  3 ; final points 3.75
Vardas7425         Pavarde7425  7  3  2  2  7  6  5  8  7  4  5  1  4  5  7  3 ; final points 3.75
Vardas2216         Pavarde2216  9  7  6  3  4  1  2  8  4  4  3  5  3  4 10  3 ; final points 3.75
Vardas8685         Pavarde8685 10 10  1  9  2  1  1  1  7  4 10  2  8  1  6  3 ; final points 3.75
Vardas3144         Pavarde3144  1  7  3  3  2  1  9  9  9  2  9  1  4  6  7  3 ; final points 3.75
Vardas5452         Pavarde5452  2  3  7  3  9  1  2  7 10  2  8  3  7  5  4  3 ; final points 3.75
Vardas4716         Pavarde4716  9  9 10  8  9  9  2  5  9  3  8  5  3  2  5  2 ; final points 3.76
Vardas9137         Pavarde9137  9  8 10  5  3 10  6  2 10 10  5  7  7  2  2  2 ; final points 3.76
Vardas5247         Pavarde5247  3  7  6 10  5 10  8  8  2 10  3  5  9  5  5  2 ; final points 3.76
Vardas3801         Pavarde3801 10  9  6  2  6  8  5  7  1  8  9  1 10  9  5  2 ; final points 3.76
Vardas8475         Pavarde8475  1  2  8 10  6  8  9  4  9  6  7  9  2  6  9  2 ; final points 3.76
Vardas8067         Pavarde8067  4  8  8  9  2 10  1  3  4 10 10  2  9 10  6  2 ; final points 3.76
Vardas242           Pavarde242  8  8  7  3  3  1 10  4  8  9  5 10  9  9  2  2 ; final points 3.76
Vardas3655         Pavarde3655  7  7  9  2  4  9  1 10  8  6  9  6  6  9  3  2 ; final points 3.76
Vardas2588         Pavarde2588  5 10 10  5 10  6  5  8  7  9  1  8  7  1  4  2 ; final points 3.76
Vardas1474         Pavarde1474  6 10 10  3  5  5  4 10  3  9  7  8 10  4  2  2 ; final points 3.76
Vardas6010         Pavarde6010  5  4  8  9  9 10 10  3  6  3  8  2  7  9  3  2 ; final points 3.76
Vardas2508         Pavarde2508 10  1  5  3  5  5 10  7  8  8  5  6  9  8  6  2 ; final points 3.76
Vardas9368         Pavarde9368  7  5  1  2  7  5  4  3  1  1  7  1  3  2  2  4 ; final points 3.76
Vardas9393         Pavarde9393  5  9  6 10 10  7  8  7  5  3  3  6  3  7  7  2 ; final points 3.76
Vardas6177         Pavarde6177  9  2  6  9  2  9  9  4  7  7  5  8 10  6  3  2 ; final points 3.76
Vardas7568         Pavarde7568  1  5  8  5  7  9 10  9  4  2  9 10  4  4  9  2 ; final points 3.76
Vardas6580         Pavarde6580  7  7  4  7  9  4  3  8 10  8  7  7  4  8  3  2 ; final points 3.76
Vardas2534         Pavarde2534  5  2  5  4  3  1 10 10  8  9  1  8 10 10 10  2 ; final points 3.76
Vardas7689         Pavarde7689  9  7  8  5  5  3  9  4  8  8 10  4  6  8  2  2 ; final points 3.76
Vardas2530         Pavarde2530  3  5  1 10  5  8  4  9  9  8  9  8  2  6  9  2 ; final points 3.76
Vardas7769         Pavarde7769 10  9  2  3  1  9  8  9 10 10  8 10  3  2  2  2 ; final points 3.76
Vardas3297         Pavarde3297  7  8  6  9 10  4  3  1  8  5 10  4  8  9  4  2 ; final points 3.76
Vardas5884         Pavarde5884  7  7  6  2  2 10  1  8  3  3  5  2  7  9  2  3 ; final points 3.77
Vardas4338         Pavarde4338  6  5  1  7  5  8  2 10  6  4  2  3  9  5  1  3 ; final points 3.77
Vardas9389         Pavarde9389  8  1  4  5  2  2  1  6  5  7  8  8 10  2  5  3 ; final points 3.77
Vardas2342         Pavarde2342  8  7  4  6  4  4  1  6  8  1  8 10  2  1  4  3 ; final points 3.77
Vardas4103         Pavarde4103  9  7 10  2  3  7  4  4  7  1  3  1  8  5  3  3 ; final points 3.77
Vardas6643         Pavarde6643  8  7  9  3  6  5  7 10  2  3  2  2  2  4  4  3 ; final points 3.77
Vardas6205         Pavarde6205  4  7  6  5  4  9  1  9  9  8  1  5  1  2  3  3 ; final points 3.77
Vardas8881         Pavarde8881  9  5  1  4  9  7  4  1  2  5  3  4 10  3  7  3 ; final points 3.77
Vardas5262         Pavarde5262  5  7 10  8  4  8  1  7  1  1  4  8  4  3  3  3 ; final points 3.77
Vardas1675         Pavarde1675  6  1  6  5  2  8  4  3  7  5  6  8  5  7  1  3 ; final points 3.77
Vardas5511         Pavarde5511  8  2 10  9 10  9  1  2  1  3  6  2  7  3  1  3 ; final points 3.77
Vardas9705         Pavarde9705  7  3  7  1  7  4  1  2  2  7  2  3 10  9  9  3 ; final points 3.77
Vardas4238         Pavarde4238  3  4  9  6  7  6  1  1  2  7  7  5  8  1  7  3 ; final points 3.77
Vardas8847         Pavarde8847  2  2  6  1  5  7  3 10  7  6 10  3  5  1  6  3 ; final points 3.77
Vardas1346         Pavarde1346  6  4  6  1 10  1  4  4  7  6  7  6  1  6  5  3 ; final points 3.77
Vardas5238         Pavarde5238 10  3  2  3  3  2  6  1  6  4  9  8  8  8  1  3 ; final points 3.77
Vardas5130         Pavarde5130  5  1  2  6  5  4  3  7  4  9  1  7  8  7  5  3 ; final points 3.77
Vardas4764         Pavarde4764  6  3  9  3  1  1  1  9  5 10  7  1  6  2 10  3 ; final points 3.77
Vardas229           Pavarde229  9  7  1  7  4  1  9 10  2  6  1  1  5  7  4  3 ; final points 3.77
Vardas4318         Pavarde4318  4  3  4  1  2  3  6  8  5 10  7  4  6  6  5  3 ; final points 3.77
Vardas5369         Pavarde5369  2  6  8  1  6  7  1  3  8  4  4  1  8 10  5  3 ; final points 3.77
Vardas3271         Pavarde3271  4  7  3  8 10 10  2  3  1  7  1  5  4  1  8  3 ; final points 3.77
Vardas5553         Pavarde5553  1  2  4  6  4 10  5  3  9  7  7  5  6  3  2  3 ; final points 3.77
Vardas1726         Pavarde1726  8  4  5  5  6  2  4  8  5  1  8  6  5  1  6  3 ; final points 3.77
Vardas8748         Pavarde8748  8  8  4  4  9  9  1  4  2  5  8  2  4  4  2  3 ; final points 3.77
Vardas3821         Pavarde3821  3  4  1  7 10  4 10  6  7  6  2 10  2  1  1  3 ; final points 3.77
Vardas4971         Pavarde4971  3  6  5  5  7  4  8  1  6  3  7  9  2  7  1  3 ; final points 3.77
Vardas9172         Pavarde9172  3 10  6  9  2  2  4  3  4  2  2 10  4  3 10  3 ; final points 3.77
Vardas1994         Pavarde1994 10  8  5 10 10  2  5  9  8 10 10  2  3  1  4  2 ; final points 3.79
Vardas619           Pavarde619  4  4  2  1  5  5  3  4  8  3  2  2  1  1  7  4 ; final points 3.79
Vardas4291         Pavarde4291  1 10  8  9  8  6  5 10  5  4  8  3 10  4  6  2 ; final points 3.79
Vardas5863         Pavarde5863 10  3 10  7  7  8  6  6 10  4  8  4  6  2  6  2 ; final points 3.79
Vardas7204         Pavarde7204  5  2  5 10 10  8 10  4  8  9  8  3  5  9  1  2 ; final points 3.79
Vardas6720         Pavarde6720  9  7 10  8  1  5  8  1  7  2  7  9 10  4  9  2 ; final points 3.79
Vardas7945         Pavarde7945  3  7  2 10  9  6  3  6  9  7  6  5  9  9  6  2 ; final points 3.79
Vardas991           Pavarde991  5  2  6 10  2  4  9  2  1  9 10  9 10  9  9  2 ; final points 3.79
Vardas7053         Pavarde7053 10  9  4  7  2  9  5  6 10 10  3  8  8  3  3  2 ; final points 3.79
Vardas9131         Pavarde9131  9  6  1  4  4  8  2  6  5 10 10 10 10 10  2  2 ; final points 3.79
Vardas3204         Pavarde3204 10  6  2  8  3 10  3  1  5  9 10  7  5 10  8  2 ; final points 3.79
Vardas3987         Pavarde3987 10  7 10  8  7  5  2  9  9  5 10  3  7  2  3  2 ; final points 3.79
Vardas9905         Pavarde9905  6  2  7  7  5  8  5  6  1  7 10  9  6  9  9  2 ; final points 3.79
Vardas9222         Pavarde9222  6  2  6  7  9  6  3 10  8  8  1  9  7 10  5  2 ; final points 3.79
Vardas9224         Pavarde9224  9  9  7  6  2  3  5  8  5  8  3  5 10  7 10  2 ; final points 3.79
Vardas4206         Pavarde4206  2  2  1  3  4  1  2  3  4  3  8  1  8  4  6  4 ; final points 3.79
Vardas2672         Pavarde2672  9  6  7  3  1  2  2 10  6  7  2  2  1  9  8  3 ; final points 3.80
Vardas920           Pavarde920  9 10  5  3  7  5  1  5  8  3  4  3  3  1  8  3 ; final points 3.80
Vardas8222         Pavarde8222  4  3  9  7  4  6 10  3  8  1  8  1  2  6  3  3 ; final points 3.80
Vardas9335         Pavarde9335  7  2 10  8  2  2  5  9  3  9  6  3  3  1  5  3 ; final points 3.80
Vardas5715         Pavarde5715  1  6  1  4  9  6  7  4  9  3  8  5  4  1  7  3 ; final points 3.80
Vardas2754         Pavarde2754  3  4  9  6  2  8  1  8  7  6  3  9  4  4  1  3 ; final points 3.80
Vardas4637         Pavarde4637  2  4  4  3  7  7  1  9  4  3  8  8  9  5  1  3 ; final points 3.80
Vardas7740         Pavarde7740  8  3  1  4  5  9  8  3  2 10  6  6  5  4  1  3 ; final points 3.80
Vardas4449         Pavarde4449  4  6  2  4  5 10  4  3  1  9  9  3  5  9  1  3 ; final points 3.80
Vardas4037         Pavarde4037  7  5  6  9  3  9  1  5 10  5  3  5  1  1  5  3 ; final points 3.80
Vardas3924         Pavarde3924  9 10  4 10  9 10  6  5  9  8  6  9  8  8  9  1 ; final points 3.80
Vardas2310         Pavarde2310  7  3  8  7  9  2  9  4  7  5  1  6  2  4  1  3 ; final points 3.80
Vardas5600         Pavarde5600  2  9 10  1  4  6  2  4  5  2  4  8  7  1 10  3 ; final points 3.80
Vardas2523         Pavarde2523  7  8  6  5  3  3  4  3  9  2  6  4  8  2  5  3 ; final points 3.80
Vardas8806         Pavarde8806  4  4  4  4  7  2  1  9  6  4  3  7  6 10  4  3 ; final points 3.80
Vardas1581         Pavarde1581  8  5  7  6  5  5  3  2  2  3  5  7  3  4 10  3 ; final points 3.80
Vardas506           Pavarde506  5 10  1  5  3  4  1  7  7  2  7  3  6  9  5  3 ; final points 3.80
Vardas4649         Pavarde4649  8  7  7  1  7  4  2  7  9  1  6  1  2  7  6  3 ; final points 3.80
Vardas9829         Pavarde9829  8  1  1  9  8  4  3  4  3  3  1  4  8  8 10  3 ; final points 3.80
Vardas4164         Pavarde4164  3  2  5  9  5  6  4  7  4  4  5  2  7  9  3  3 ; final points 3.80
Vardas9755         Pavarde9755  4  8  2  1 10  2  7  6  8  8  3  5  5  2  4  3 ; final points 3.80
Vardas198           Pavarde198  8  3  3  5  7  2  3 10  7  6  8  3  5  4  1  3 ; final points 3.80
Vardas9668         Pavarde9668 10  3  5  3  9  4  8  1  2  3  6  4  1  8  8  3 ; final points 3.80
Vardas3405         Pavarde3405  2  7  7  5  7  2  2 10  4  7  1  7  3  3  8  3 ; final points 3.80
Vardas7374         Pavarde7374 10  5  2  7  3  2  3 10  1  5  7  5  7  5  3  3 ; final points 3.80
Vardas2060         Pavarde2060  3  3  3  8  6  5  2  8  1 10 10  1  8  1  6  3 ; final points 3.80
Vardas5531         Pavarde5531  8  1  2 10  7  4  4  9  3  1  8  5  7  1  5  3 ; final points 3.80
Vardas8395         Pavarde8395  6  7  7  6 10  4  9 10  3  3  3  9  2 10  9  2 ; final points 3.81
Vardas2730         Pavarde2730  3  5  5  7  1  8  5 10 10  8  9  9  7  8  3  2 ; final points 3.81
Vardas2564         Pavarde2564  6  3  6 10  7  9  9  7  7  5  9  1  9  7  3  2 ; final points 3.81
Vardas284           Pavarde284  6  9  9  4  8  1 10  6  4  9  8  9  3  8  4  2 ; final points 3.81
Vardas7391         Pavarde7391  7  9  9  9  6  3  2  4  2  7  9  2 10 10  9  2 ; final points 3.81
Vardas1449         Pavarde1449 10  7  6  7  2  9  8  9  4  7  2  5  8 10  4  2 ; final points 3.81
Vardas3730         Pavarde3730  4  6  7  2  8  1  7  3  3 10  9  9 10  9 10  2 ; final points 3.81
Vardas4279         Pavarde4279 10  9  7  6  2  3 10  5 10  9  1  4  8  9  5  2 ; final points 3.81
Vardas5265         Pavarde5265  8  7  1  9  6  7  5  7  7  9  8  4 10  1  9  2 ; final points 3.81
Vardas2203         Pavarde2203  6 10  1 10  7  2  7 10  8  1  2 10  5  9 10  2 ; final points 3.81
Vardas9522         Pavarde9522  9  9  7  9  6  2  7  1  8 10 10  4  1 10  5  2 ; final points 3.81
Vardas4529         Pavarde4529  4  7 10  7  8  8  6  7  9  1  8  3  6  8  6  2 ; final points 3.81
Vardas8987         Pavarde8987  8 10  9  7  8  9  6  7 10  5  5  3  2  2  7  2 ; final points 3.81
Vardas2522         Pavarde2522  6  8  7  2  3 10  1  2  4  7  2  7  1  9  7  3 ; final points 3.83
Vardas9803         Pavarde9803  2  5  5  3  6  9  3  1  4  8  7  7  6  3  7  3 ; final points 3.83
Vardas3130         Pavarde3130  2  2  1  2  6  9  5  9 10  5  3  3  8 10  1  3 ; final points 3.83
Vardas9231         Pavarde9231  6 10  7  1  1  7  6  7  4  4  7  4  6  2  4  3 ; final points 3.83
Vardas1469         Pavarde1469  2 10  9  4  3  9  3  1  1  5  3  8  9  1  8  3 ; final points 3.83
Vardas612           Pavarde612  4  3  8  4  4  4  1  8  1  1  4  9 10  7  8  3 ; final points 3.83
Vardas4722         Pavarde4722  7  3  7  2  7  2 10  4  2  9  8  5  1  8  1  3 ; final points 3.83
Vardas3687         Pavarde3687  9  8  2  3 10  4  2  3  4  5  5  6  6  7  2  3 ; final points 3.83
Vardas7260         Pavarde7260  8  9  4  1 10 10  3  3  1  5  6  4  3  1  8  3 ; final points 3.83
Vardas1534         Pavarde1534  8  2  6  7  9  1  3  8  5  9  3  6  7  1  1  3 ; final points 3.83
Vardas2901         Pavarde2901  5  2  8  4  8  1  3  9 10  8  4  2  2  8  2  3 ; final points 3.83
Vardas8026         Pavarde8026  6  9  5  4  2 10  7  1  8  8  1  1  4  8  2  3 ; final points 3.83
Vardas8333         Pavarde8333  3  1  8 10  5  7  5  1  2  3  1  9 10  4  7  3 ; final points 3.83
Vardas3531         Pavarde3531  1  5 10  1  5  1  3  8  5  8  6 10  4  2  7  3 ; final points 3.83
Vardas9758         Pavarde9758  4  4  4  4  2  8  4  6  9  1  8  3  3  9  7  3 ; final points 3.83
Vardas4478         Pavarde4478  2  1  9  5  2  4  1  4  9  1  7  8  7  9  7  3 ; final points 3.83
Vardas1810         Pavarde1810  8  5  2  4  1  6  1  8 10  8  9  2  4  1  7  3 ; final points 3.83
Vardas8651         Pavarde8651  7  2  2  7  6  6  1  2  4  2 10  5 10  7  5  3 ; final points 3.83
Vardas7331         Pavarde7331  2  7  1  5  9  7  1  3  4  8  4  3  7  6  9  3 ; final points 3.83
Vardas4399         Pavarde4399  7  2  6  5  8  4  7  2  5  1  8  8  8  1  4  3 ; final points 3.83
Vardas877           Pavarde877  2  2  8  8  3  2  4 10  5  5  3  4  6 10  4  3 ; final points 3.83
Vardas4988         Pavarde4988  4  8  2  9  8  1  8  4  6  1  3  4  6  2 10  3 ; final points 3.83
Vardas810           Pavarde810  5  5  9  2  1  8  7  6 10  1  2 10  4  3  3  3 ; final points 3.83
Vardas6615         Pavarde6615  5  8  3 10  9  3  3  8  8  9  9  6  5 10  3  2 ; final points 3.84
Vardas5154         Pavarde5154  2  7  5  5  3  3  2  1  6  3  1  6  1  1  8  4 ; final points 3.84
Vardas5420         Pavarde5420 10  9  6  9  8  5  5  7  6  1  5 10  6  5  7  2 ; final points 3.84
Vardas1418         Pavarde1418  6  9  9 10  3  3  6  6  9  6  7  4  6  7  8  2 ; final points 3.84
Vardas9497         Pavarde9497  9  7  2  9 10  7  1  8 10  3  5  9  4  6  9  2 ; final points 3.84
Vardas5280         Pavarde5280  3 10  9  6 10  3  9  4  6  8 10  7  5  3  6  2 ; final points 3.84
Vardas671           Pavarde671  2 10  3  6  9  5  7 10 10  6  8  2 10  9  2  2 ; final points 3.84
Vardas6941         Pavarde6941  3  5  3  2  5  1  2  3  4  6  8  1  3  1  7  4 ; final points 3.84
Vardas1584         Pavarde1584  9  7  5  6  8  9  6 10  8  2  4  4  6  7  8  2 ; final points 3.84
