Vardas5459         Pavarde5459  2  2  5  5  8  4  9  4  6  1  1  7 10  6  5  5 ; final points 5.00
Vardas7783         Pavarde7783  2  8  4  6  2  8  9  7 10  9  2  2  2  4  2  8 ; final points 6.85
Vardas4711         Pavarde4711 10  9  5  6  2  9  6  5  6  4  1  5  4  2  3  8 ; final points 6.85
Vardas8929         Pavarde8929 10  4  6  9  3  6  5  3  6  3  8  1  2  8  3  8 ; final points 6.85
Vardas9391         Pavarde9391  9  9  7  3  1  5  4  6  3  2  5  6  1  7  9  8 ; final points 6.85
Vardas5693         Pavarde5693  9  2  2  9  1  5  6  2  6  1  4  3  9  9  9  8 ; final points 6.85
Vardas3516         Pavarde3516  9  3  7  8 10  2  8  3  4  2  1  4  7  2  7  8 ; final points 6.85
Vardas9716         Pavarde9716  4  5  7  6  2  9  3  4  1  9 10  8  5  2  2  8 ; final points 6.85
Vardas7800         Pavarde7800  3 10 10  4  2  9  1  3  6  4  2  1  6 10  6  8 ; final points 6.85
Vardas8063         Pavarde8063  6  1  8 10  4  8  4  2  1  5  3  7  9  5  4  8 ; final points 6.85
Vardas5930         Pavarde5930  4  7  7 10 10  9  5  5  3  8  6 10  3  4  9  7 ; final points 6.87
Vardas4430         Pavarde4430  8  4  5  8  4  5  9  9  8 10  5  4  9  4  8  7 ; final points 6.87
Vardas413           Pavarde413  8 10  8  5 10  3 10  2 10  9 10 10  1  3  1  7 ; final points 6.87
Vardas2830         Pavarde2830  7  3  6  6  8  5 10 10  6  4 10  2  8  7  8  7 ; final points 6.87
Vardas7808         Pavarde7808  9 10 10  6  7  3  6  8  4  8  4  6  9  4  6  7 ; final points 6.87
Vardas5974         Pavarde5974  2  5  4 10  6  7  8  9  8  7  9  6 10  5  4  7 ; final points 6.87
Vardas9032         Pavarde9032  7  7  8  2  7  5  2  6  9 10  9  9 10  8  1  7 ; final points 6.87
Vardas2128         Pavarde2128  8  7 10  5  2  5  9  8 10  5  2  5  9  6  9  7 ; final points 6.87
Vardas4763         Pavarde4763  9  5  7  3  5  6  8 10  4  5  9 10  7  8  4  7 ; final points 6.87
Vardas8733         Pavarde8733  9  4  1  5  9  3 10 10  6  7  9  6  4 10  7  7 ; final points 6.87
Vardas6104         Pavarde6104  9  5  9  8  4  3  2  5  7  4  9  8  8  9 10  7 ; final points 6.87
Vardas8302         Pavarde8302 10  3  9  9  1  5  9  7  9  3  7  4  9  5 10  7 ; final points 6.87
Vardas4996         Pavarde4996  4 10  9  7 10  5  8 10  2  7  5 10  3  4  6  7 ; final points 6.87
Vardas3088         Pavarde3088  3  8  6 10  6  9  9  7  7  3  8  7  3  4 10  7 ; final points 6.87
Vardas7939         Pavarde7939  9  9 10  6  3  1  6 10  8  7 10  3  7  1 10  7 ; final points 6.87
Vardas7661         Pavarde7661  8  1  3  6  9  8  1  4  3  3  1  2  1  4  1  9 ; final points 6.87
Vardas6978         Pavarde6978  2  3  9  7  8  5  9  4 10  7  8  3  9  9  7  7 ; final points 6.87
Vardas9134         Pavarde9134  7  5  9  4  8  9  8  4  9  2  9  4  5  7 10  7 ; final points 6.87
Vardas115           Pavarde115  9  6  3  2  8  8  8  2 10  5 10  8  9  4  8  7 ; final points 6.87
Vardas3354         Pavarde3354 10  8  7  9 10  9  8  2  1  1  5  6 10  6  8  7 ; final points 6.87
Vardas7063         Pavarde7063 10  3 10 10 10  3  9 10  4  9  8  3  3  5  3  7 ; final points 6.87
Vardas6220         Pavarde6220  5  1  9  2  6  9  3  4  8 10  5  2  2  5  7  8 ; final points 6.88
Vardas4683         Pavarde4683  7  9 10  9  3  1  3  6  3  7  4  5  2  5  4  8 ; final points 6.88
Vardas4969         Pavarde4969  7  4  5 10  3  4  6  2  4  4  8  2  7  5  7  8 ; final points 6.88
Vardas3398         Pavarde3398  5  7  2  5  8  7  2 10  4  5  7  1 10  2  3  8 ; final points 6.88
Vardas1460         Pavarde1460 10  8  3  4  9  6  9  2  1  3  1  8 10  1  3  8 ; final points 6.88
Vardas4402         Pavarde4402  6  4 10  2  6  3  7  3  2  3  6  4 10  7  5  8 ; final points 6.88
Vardas8005         Pavarde8005  9  1 10  3  3  3  3  7  1  7  9  1  7  8  6  8 ; final points 6.88
Vardas6956         Pavarde6956  4  5  9  8  5  2  2  3  7  4  7  5  5  9  3  8 ; final points 6.88
Vardas455           Pavarde455  4 10  7  1  2  1  3  7  3  9  1  9  9  4  8  8 ; final points 6.88
Vardas6560         Pavarde6560  1 10  8 10  7  4  9  5  1  2  5  7  4  4  1  8 ; final points 6.88
Vardas5871         Pavarde5871  6  2  7  9  1  4  4  4 10 10  9  2  3  1  6  8 ; final points 6.88
Vardas7324         Pavarde7324  6  9  1  1 10  1  5  7  6  8  7  1  5  7  4  8 ; final points 6.88
Vardas8898         Pavarde8898  2  4  7  6  1  4  4  9  3 10  2  6  5  8  7  8 ; final points 6.88
Vardas3537         Pavarde3537  9  6  7  1 10  3  6  1  9  4  5  4  3  9  1  8 ; final points 6.88
Vardas9206         Pavarde9206  7  8  9  3  2  2  9  5  2  2  9  5  5  2  8  8 ; final points 6.88
Vardas8343         Pavarde8343  9  7  2  7  4  3 10  1  1  7  7  1  7  7  5  8 ; final points 6.88
Vardas646           Pavarde646  3  2  8  5  9  7  5  7  1  3  4  4  6  4 10  8 ; final points 6.88
Vardas5891         Pavarde5891 10  2  4  5  2  6  1 10  3 10  4  7  1  5  8  8 ; final points 6.88
Vardas2645         Pavarde2645  8  6  1  4  8  7  5  4  5  6  5 10  7  1  1  8 ; final points 6.88
Vardas9064         Pavarde9064  4  2  1  5  3  5 10 10  8  9  9  4  4  2  2  8 ; final points 6.88
Vardas6682         Pavarde6682  4  3  9  5  1  9  8  8  2  8  9  4  1  3  4  8 ; final points 6.88
Vardas9892         Pavarde9892  2  6  7  1  9  2 10  4  4  9  6  1  5  8  4  8 ; final points 6.88
Vardas7313         Pavarde7313  1  2  7  7  8  6  8  9  7  7  3  1  5  6  1  8 ; final points 6.88
Vardas2858         Pavarde2858  2  1  4  2  9  2  1  9  6  9  2  6  6  9 10  8 ; final points 6.88
Vardas3497         Pavarde3497  6  2  3  5  8  4  4  5  1  8 10  6  5  1 10  8 ; final points 6.88
Vardas3235         Pavarde3235  5  9  6  1  4 10  8  5  9  1  7  1  1  1 10  8 ; final points 6.88
Vardas5629         Pavarde5629  6  5  4  3  5  4  5  8  9 10  2  8  4  4  1  8 ; final points 6.88
Vardas2514         Pavarde2514  7  3 10  4  3  7  2  8  4  9  5  1  5  2  8  8 ; final points 6.88
Vardas6998         Pavarde6998 10  7 10  4  5  7  1  3  2  2  1  5  9  8  4  8 ; final points 6.88
Vardas6745         Pavarde6745  1  1  8  9  5  1  4  6  2  2  3  3  3  1  7  9 ; final points 6.89
Vardas2083         Pavarde2083  9  4  6  9  7 10  6  9  9  8  2  7  3  2 10  7 ; final points 6.89
Vardas5944         Pavarde5944  8  8 10 10  3  4  7 10  4  1 10  6  7  6  7  7 ; final points 6.89
Vardas1058         Pavarde1058 10  2 10  1  6 10  9 10  8  9  3  2 10  8  3  7 ; final points 6.89
Vardas3212         Pavarde3212  9  8  7  9  7  1  1  7 10  9  8  7  1  7 10  7 ; final points 6.89
Vardas3293         Pavarde3293  7  9  6 10  8  2  8  8  9  9  5  6  1 10  3  7 ; final points 6.89
Vardas3013         Pavarde3013 10  5  3  7  2  7  9 10 10  7 10  9  4  1  7  7 ; final points 6.89
Vardas3932         Pavarde3932  9 10  1  5 10  1  7  8  9  3 10  9  1 10  8  7 ; final points 6.89
Vardas2883         Pavarde2883  3  4 10  6  9  9  7  8  5  6  8  2  9  6  9  7 ; final points 6.89
Vardas7284         Pavarde7284  7  4  6  8  8  6  6  4 10  9 10 10  2  4  7  7 ; final points 6.89
Vardas9               Pavarde9  5  4  9  5  2  5  3  6  9  7 10  9 10  9  8  7 ; final points 6.89
Vardas721           Pavarde721 10  6 10  3  3  2  9  5 10  9  9  3  9  8  5  7 ; final points 6.89
Vardas4033         Pavarde4033  1  6  9  9  5 10  6  8  4  8  9 10  2  6  8  7 ; final points 6.89
Vardas3392         Pavarde3392  3  7  9  7  6  9 10  9  3  9  4  6 10  5  4  7 ; final points 6.89
Vardas6418         Pavarde6418  8  3  9 10  7  3  9 10  9  8  1 10  5  5  4  7 ; final points 6.89
Vardas3603         Pavarde3603  5  6  3  6  7  9  8  8  4  5  2  7  3  4  2  8 ; final points 6.91
Vardas6518         Pavarde6518  7  2  3  7  5  5  5  9  3  4  6  3 10  2  8  8 ; final points 6.91
Vardas8615         Pavarde8615  6  1  3  3 10  1  7 10  5  7  5  6  5  8  2  8 ; final points 6.91
Vardas7024         Pavarde7024  2  6  1  1  3  4  1  6 10  9  9 10  6  8  3  8 ; final points 6.91
Vardas6118         Pavarde6118  5  9  9  2  9  5  4  6  7  3  1  4  4  9  2  8 ; final points 6.91
Vardas7942         Pavarde7942  5  3  9  4  4  1 10 10  4  2  3  3  8  6  7  8 ; final points 6.91
Vardas744           Pavarde744  5  2  5  9  6  9  6  4  4  7  3  1  6  3  9  8 ; final points 6.91
Vardas7756         Pavarde7756  6  2  5  2  6 10  5  5  9  2  5  3  7  7  5  8 ; final points 6.91
Vardas7866         Pavarde7866  6 10  2  5  1  7  6  6  6  7  7  4  5  3  4  8 ; final points 6.91
Vardas7325         Pavarde7325  4 10  8 10  7  2  1  6  5  1  9  3  6  3  4  8 ; final points 6.91
Vardas6797         Pavarde6797  2  6  6  5  3  5  9  9  2  5  8  2  4  4  9  8 ; final points 6.91
Vardas1888         Pavarde1888  6  4  6  4  1  5  5  7  1  2  6  9 10  9  4  8 ; final points 6.91
Vardas6221         Pavarde6221  4  9  5  5 10  7  3  6 10  1  3  1  4  6  5  8 ; final points 6.91
Vardas894           Pavarde894  3  9 10  2  4  2  5 10  4  3 10  1  8  4  4  8 ; final points 6.91
Vardas6743         Pavarde6743  2 10  3  6  6  2 10  6  5  7  1  4  9  2  6  8 ; final points 6.91
Vardas3003         Pavarde3003  5  8  2  4  7  2  5  3  2  7  1  7  8 10  8  8 ; final points 6.91
Vardas3182         Pavarde3182  7 10  1  5  6  7  4  7  2  1  1  9  5  6  8  8 ; final points 6.91
Vardas5611         Pavarde5611  6  6  8  8  4  1  1  9  7  1  8  2  5  6  7  8 ; final points 6.91
Vardas7535         Pavarde7535  6  1  4  8  5  6 10  5  4  5  3  2  6  8  6  8 ; final points 6.91
Vardas9987         Pavarde9987  5  3  9  9  2  6  7  3  1  5  8  3  5  9  4  8 ; final points 6.91
Vardas4504         Pavarde4504  2  9  2  9  5 10  6  1  3  7  7  8  5  2  3  8 ; final points 6.91
Vardas3827         Pavarde3827  9  1  9  4  1  5 10  7  3  9  5  5  3  3  5  8 ; final points 6.91
Vardas7079         Pavarde7079  7  4  6  4  1  6  6  3  5  2  8  8  9  8  2  8 ; final points 6.91
Vardas3338         Pavarde3338  1 10 10  3  4  6  1  4  5  9  9  2  9  1  5  8 ; final points 6.91
Vardas1026         Pavarde1026  2  9  6  8  9  1  5  6  1  8  2  3  8 10  1  8 ; final points 6.91
Vardas4767         Pavarde4767  1 10  1 10  1  3  3  6  9  9  7  8  1  7  3  8 ; final points 6.91
Vardas8162         Pavarde8162  2  8  7  8  8  2  3  4  9  1  8  2  8  8  1  8 ; final points 6.91
Vardas6271         Pavarde6271  9  1  8  1 10  8  2  2 10  1 10  3  5  4  5  8 ; final points 6.91
Vardas1880         Pavarde1880  6  2  8  3  2  7  1  6  7  6  3  8 10  2  8  8 ; final points 6.91
Vardas8142         Pavarde8142  1  2  8  3  1  7  9  5  9  1  2  5  9  9  8  8 ; final points 6.91
Vardas6343         Pavarde6343  2 10  7  8  9  9 10  8  1 10  4 10  4  4  6  7 ; final points 6.92
Vardas4826         Pavarde4826  8  7  1 10  8  7  7  8  7  6  2  6  8  9  8  7 ; final points 6.92
Vardas4365         Pavarde4365  2  3  5  8  7  6  8 10  1  2 10 10 10 10 10  7 ; final points 6.92
Vardas8689         Pavarde8689  6  5 10  6  5  4 10 10  5 10  2  7 10  7  5  7 ; final points 6.92
Vardas4351         Pavarde4351  6  9  4  1  4  3  2  7  1  5  2  5  2  4  2  9 ; final points 6.92
Vardas9457         Pavarde9457  9  9  7  6 10  4  3  1  9  5  8  9 10  8  4  7 ; final points 6.92
Vardas3016         Pavarde3016  4  4  8  1  1  7 10  3  3  2  4  2  4  2  2  9 ; final points 6.92
Vardas6311         Pavarde6311  7  9  6  4  9  7  8 10  8  3  4  9  6  8  4  7 ; final points 6.92
Vardas915           Pavarde915  2  1  3  8  1  4  4  7  2  2  4  7  1 10  1  9 ; final points 6.92
Vardas5144         Pavarde5144  1  9  8 10  7  4  7  6  8 10  5 10  7  4  6  7 ; final points 6.92
Vardas1955         Pavarde1955  9  3  1  6 10 10 10  1  7  2  1 10  5  4  1  8 ; final points 6.93
Vardas8011         Pavarde8011  1  3  8  8  3  4 10  2  9  3  1  4 10  7  7  8 ; final points 6.93
Vardas3545         Pavarde3545  5  7  3  5  6  4  6  3  2  9  8  2  5 10  5  8 ; final points 6.93
Vardas2728         Pavarde2728  1  8  7 10  2  2  2  7  8  7  2  7  2  5 10  8 ; final points 6.93
Vardas5585         Pavarde5585  2  4  9  1  1 10  6 10  8  5  7  2  4  7  4  8 ; final points 6.93
Vardas5791         Pavarde5791 10 10  6  6  9  4  6  2  4  2  2  9  4  2  4  8 ; final points 6.93
Vardas9199         Pavarde9199  7  8  4  1  1  8  7  3  3  6  6  8 10  1  7  8 ; final points 6.93
Vardas5388         Pavarde5388 10  9  5  4  2  9  8  1  6  8  4  3  1  7  3  8 ; final points 6.93
Vardas820           Pavarde820  4  3  7  3  4  9  5  5  3 10  7  4  4  6  6  8 ; final points 6.93
Vardas5025         Pavarde5025 10  8  2  1  7  4  9 10  4  3  7  5  4  3  3  8 ; final points 6.93
Vardas4369         Pavarde4369  5  6  4  3  8  9  4  7  6  4  1  9  7  1  6  8 ; final points 6.93
Vardas5812         Pavarde5812  3  8  5  2 10  7  6  3  8  8 10  1  5  1  3  8 ; final points 6.93
Vardas3046         Pavarde3046  4 10 10  9  2  9  1  8  1  1  3  7  2  7  6  8 ; final points 6.93
Vardas1563         Pavarde1563  7  9  6  2  9  3  7  9  7  2  5  1  2  3  8  8 ; final points 6.93
Vardas1338         Pavarde1338  2  3  1 10  8  3  3  9  7  8  2  5  3  6 10  8 ; final points 6.93
Vardas5334         Pavarde5334  5  6  2  7  9 10  6  6  6  5  1  5  5  2  5  8 ; final points 6.93
Vardas6786         Pavarde6786  4  1  9  2  5 10  6  9  2  1 10  9  3  2  7  8 ; final points 6.93
Vardas7935         Pavarde7935  5  5  9  1  7  6  5  8  6  4  8  6  3  4  3  8 ; final points 6.93
Vardas6683         Pavarde6683  1  5  6  7  3  3  9  3  6  8  9  4  3 10  3  8 ; final points 6.93
Vardas729           Pavarde729  6  2  7  3 10  3 10 10  6  9  2  1  3  5  3  8 ; final points 6.93
Vardas639           Pavarde639  7 10  5  1  7 10  4  3  9  6  4  2  5  2  5  8 ; final points 6.93
Vardas7011         Pavarde7011  9  7  2  4  8  7  7  3  7  6  4  4  3  4  5  8 ; final points 6.93
Vardas3280         Pavarde3280  3  6  6  6  3  3  7  7  6  8  2  2  7  7  7  8 ; final points 6.93
Vardas8909         Pavarde8909  1 10  3  7 10  6  1  3  4  7  5  8  3  2 10  8 ; final points 6.93
Vardas2003         Pavarde2003  7 10  5  4  2  4  2  1 10  3  5  6  8  6  7  8 ; final points 6.93
Vardas534           Pavarde534  4  5  5  4  7  3  3  7  7  1  7  8 10  5  4  8 ; final points 6.93
Vardas2000         Pavarde2000  3  5  3  3  9  4  4  6  9  3  3  6 10  5  7  8 ; final points 6.93
Vardas1914         Pavarde1914  2  1  8  7  8  7  2  8  1 10  9  6  9  1  1  8 ; final points 6.93
Vardas200           Pavarde200  3  9  9  2  6 10  2  4  8  2  1  7  7  1  9  8 ; final points 6.93
Vardas2797         Pavarde2797  6  9  3  5  4  6  4  5  3  5  6  9  8  3  4  8 ; final points 6.93
Vardas3798         Pavarde3798  4  3  5  9  5  8  4  6  8  4  8  3  3  5  5  8 ; final points 6.93
Vardas237           Pavarde237  3  9  3  8 10  1  2 10  4  5  3  2  8  3  9  8 ; final points 6.93
Vardas809           Pavarde809  5  4  1  6  7  6  6  7  9  5  9  7  2  5  1  8 ; final points 6.93
Vardas2648         Pavarde2648  8  6  8  9  6  3  6  4  2  5  4  6  5  2  6  8 ; final points 6.93
Vardas2980         Pavarde2980  9  5  8  4  6  9  6  2  2  6  4  5  8  2  4  8 ; final points 6.93
Vardas4572         Pavarde4572  4  9  9 10  2  2  1  7  6  8  1  4  2  8  7  8 ; final points 6.93
Vardas3759         Pavarde3759  8  1  8  5  4  8  1  4  2 10  1  2 10  8  8  8 ; final points 6.93
Vardas91             Pavarde91  2  7  3  1  9  3 10  3 10  3 10  9  2  2  6  8 ; final points 6.93
Vardas6532         Pavarde6532  4  3  7  1  1  9  5  9  2  7  8  6  5  9  4  8 ; final points 6.93
Vardas4263         Pavarde4263  2  8  3  4  8  2  9  7 10  4  2  7  8  4  2  8 ; final points 6.93
Vardas4866         Pavarde4866  6  7  5 10 10  5 10  9  5 10  1  8  8  4  5  7 ; final points 6.95
Vardas6976         Pavarde6976  4  9  5  7  5  7 10  9 10  5  1  6  8  7 10  7 ; final points 6.95
Vardas2177         Pavarde2177  9  7  7  6  4  5 10 10  4  2 10 10  5  8  6  7 ; final points 6.95
Vardas8753         Pavarde8753  4  9  3  1  7  7  7  2  8  3  7  4  6  6  7  8 ; final points 6.96
Vardas420           Pavarde420  7  9  1  8  1  3  1  6  2  7  9  7  9  5  6  8 ; final points 6.96
Vardas1125         Pavarde1125  1 10  8  9  3  1  2  8  3  8 10  7  1  5  5  8 ; final points 6.96
Vardas9130         Pavarde9130  5  9  3  1  5  2  5  6 10  9  4 10  3  8  1  8 ; final points 6.96
Vardas7116         Pavarde7116  7  5  4 10  8  1  4  5  3  8  1  8  3  7  7  8 ; final points 6.96
Vardas4585         Pavarde4585  4  5 10  2  7  8  6  3  7  8  1  5  4  4  7  8 ; final points 6.96
Vardas7770         Pavarde7770  3  1  6  3  6  8  6  4  4  3  7  4  7  9 10  8 ; final points 6.96
Vardas1531         Pavarde1531  9  3  5  9  1  5  4  5  4  9  6  5  7  5  4  8 ; final points 6.96
Vardas7208         Pavarde7208  4 10  8  1  5  2  6  6  9  6  4  3  6 10  1  8 ; final points 6.96
Vardas5050         Pavarde5050 10  1  8  6  1  6  7  1  6  5  8 10  2  4  6  8 ; final points 6.96
Vardas572           Pavarde572  4  4  4  2  4 10 10  6  2  4  7  5  8  7  4  8 ; final points 6.96
Vardas5308         Pavarde5308  9  4  4 10  2  3  7  6  8  3  5  7  5  7  1  8 ; final points 6.96
Vardas2397         Pavarde2397  6 10  1  8  8  8  6  4  7  7  2  5  2  3  4  8 ; final points 6.96
Vardas5171         Pavarde5171  9  9  5  4  6  6  8  1  3  6  2  1  2 10  9  8 ; final points 6.96
Vardas3448         Pavarde3448  6  5  1  8  1  5  4  9  3  5  8  2  6 10  8  8 ; final points 6.96
Vardas5445         Pavarde5445  9  7  4  3  1  1  2  7  4  9  6  7  8 10  3  8 ; final points 6.96
Vardas8211         Pavarde8211  6  8  8  3  4  1  7  1  5 10  8  7  5  2  6  8 ; final points 6.96
Vardas2812         Pavarde2812  5  6  5  3  5  2 10  5  5  8  9 10  5  2  1  8 ; final points 6.96
Vardas5774         Pavarde5774  9  5  1  2  2  5  4  4  5  5  3  7 10 10  9  8 ; final points 6.96
Vardas2563         Pavarde2563  6  4 10  5  4  6  8  3  7  2  8  3  4  7  4  8 ; final points 6.96
Vardas1894         Pavarde1894  6  4  5  6  3 10  6  6  3  4 10 10  6  1  1  8 ; final points 6.96
Vardas258           Pavarde258  7  3  7 10  6  5  7  5  8  1  3  8  6  2  3  8 ; final points 6.96
Vardas2840         Pavarde2840  2  3  1  9  5  9 10  4  5  7  3  8  1  9  5  8 ; final points 6.96
Vardas4684         Pavarde4684  9  7  7  7  1  1  7  4  5  6  8  6  3  6  4  8 ; final points 6.96
Vardas8086         Pavarde8086 10  5  6  2  6  4  3  4  6  8  1  8  6  3  9  8 ; final points 6.96
Vardas7132         Pavarde7132 10  9 10  3  4  2 10  6  6  2  7  3  3  2  4  8 ; final points 6.96
Vardas4388         Pavarde4388  9  1  9  2 10  6  6  1  1  6  8  7  2  8  5  8 ; final points 6.96
Vardas4906         Pavarde4906  3  5  7  5  3  8 10  9  7  4  5 10  1  2  2  8 ; final points 6.96
Vardas8329         Pavarde8329  4  3 10  3  4  3  9  2  6  8  7  6  5  3  8  8 ; final points 6.96
Vardas2695         Pavarde2695  7  6  6  1  2  8  8  9  8  2  6  7  5  1  5  8 ; final points 6.96
Vardas2950         Pavarde2950  6 10  8  3  9  1  4  8  1  9  3  1  8  2  8  8 ; final points 6.96
Vardas9216         Pavarde9216  2  3  8  4  7  1  7  7  9 10  2  2 10  4  5  8 ; final points 6.96
Vardas6726         Pavarde6726  4  2  4  2  3  1  7 10  9  8  2  9  5  5 10  8 ; final points 6.96
Vardas8808         Pavarde8808 10  1  8  8  4  7  3  7  5  4 10  4  4  1  5  8 ; final points 6.96
Vardas3755         Pavarde3755  1  8  3  2  2  6  5  7  9  9  5  8  2  6  8  8 ; final points 6.96
Vardas4082         Pavarde4082  5  5  4  2  4  1  8  6  9  8 10  9  2  2  6  8 ; final points 6.96
Vardas7185         Pavarde7185  1  7  1  6  4  4  6  6  8  9  9  2  2  7  9  8 ; final points 6.96
Vardas8603         Pavarde8603  9  9  2  4  6  5  6  6  9  1  2  5  4 10  3  8 ; final points 6.96
Vardas6784         Pavarde6784 10 10  1  6  2  7  5  4  4  9  2  9  6  3  3  8 ; final points 6.96
Vardas306           Pavarde306  3  3  3  2  9  3  4  5  9  8 10  5  7  5  5  8 ; final points 6.96
Vardas1284         Pavarde1284  2  6  3  4  2  4  8  4  2  4  4  9 10 10  9  8 ; final points 6.96
Vardas5885         Pavarde5885  9  3  1 10  2  9  4  6  1  3  5  9  1  8 10  8 ; final points 6.96
Vardas3669         Pavarde3669  7  5  5  4  8  9  9  8  8  7  8  9  2  7  8  7 ; final points 6.97
Vardas9038         Pavarde9038  4 10  8  6  2 10  9  7  9  7 10  7  6  5  4  7 ; final points 6.97
Vardas4735         Pavarde4735  3  7  1  1  3  3  1  1  6 10  6  5  1  3  8  9 ; final points 6.97
Vardas173           Pavarde173  2  6  3  1  1  2  9  2  3  8  5  6  8  1  2  9 ; final points 6.97
Vardas8963         Pavarde8963  5  2  4  4  9 10  9  9  6  7  4  8  8  9 10  7 ; final points 6.97
Vardas2926         Pavarde2926  4  3  1  5  3  7  1  5  4  7  6  7  1  4  1  9 ; final points 6.97
Vardas4429         Pavarde4429  8  9  8 10  6  2  8 10  9  1  3  3  7 10 10  7 ; final points 6.97
Vardas636           Pavarde636 10  1  1  1  2  8  1  3  4  4  4  2  8  6  4  9 ; final points 6.97
Vardas1757         Pavarde1757  9  6  6  2  7  8  7  8  7  2  4  2  9  4  1  8 ; final points 6.99
Vardas4420         Pavarde4420 10  2  5  4  9  2  8  5  8  3 10  2  9  4  1  8 ; final points 6.99
Vardas8647         Pavarde8647  3  7  6 10  1  4  2  1  6  9 10  5  8  1  9  8 ; final points 6.99
Vardas7189         Pavarde7189  4  6  4  7  8  1  1 10  6  6  2  3  7  8  9  8 ; final points 6.99
Vardas9361         Pavarde9361  5  5  4  1  3  7  9  7  5  4  3 10  8  6  5  8 ; final points 6.99
Vardas8157         Pavarde8157  1  1  6 10  4  6  3  2  9  9  7  3  7  5  9  8 ; final points 6.99
Vardas9071         Pavarde9071  7 10  3  1  4  3  8  3  8  9  2 10  5  5  4  8 ; final points 6.99
Vardas3968         Pavarde3968  4  1  8  1  9  2  5 10  6  8  3  9  9  1  6  8 ; final points 6.99
Vardas3957         Pavarde3957  6 10  1 10  3  7  4  4  1  1  9  3 10  6  7  8 ; final points 6.99
Vardas8007         Pavarde8007  3  2  6  5  1  8 10  7  4 10  6  3  3  9  5  8 ; final points 6.99
Vardas5243         Pavarde5243  9  3  5  6 10  2  1  4  4  8  8  4 10  7  1  8 ; final points 6.99
Vardas9600         Pavarde9600  4  1  2 10  9  4  7  6  3  2  7 10  7  2  8  8 ; final points 6.99
Vardas6709         Pavarde6709 10  3 10  9  4  9  8  1  1 10  4  2  4  3  4  8 ; final points 6.99
Vardas6731         Pavarde6731  5  9  2  3  7  5  6  2 10  5  8  4  4  6  6  8 ; final points 6.99
Vardas9713         Pavarde9713  4  4  9  7  5  8  8  5  1  4  1 10  2 10  4  8 ; final points 6.99
Vardas3126         Pavarde3126  3  4  3  7  4  6  8 10  7  1  6  6  3  6  8  8 ; final points 6.99
Vardas9291         Pavarde9291  1  7  5  5 10  3  9  5  5  9  2  2  6 10  3  8 ; final points 6.99
Vardas9121         Pavarde9121  1 10  3  5  2  6  9  1  4  8  3  2  9 10  9  8 ; final points 6.99
Vardas5182         Pavarde5182  8  1  5 10  7  5  8  2  8  9  5  1  9  3  1  8 ; final points 6.99
Vardas7350         Pavarde7350  7  8  5  6  2  6  6  3  4 10  4  7  3  5  6  8 ; final points 6.99
Vardas4067         Pavarde4067  1  4  2  1 10  4  8  5  7  9  8  7  4 10  2  8 ; final points 6.99
Vardas6916         Pavarde6916  7  8  4  5  5 10  1  5  2 10  5  7  2  1 10  8 ; final points 6.99
Vardas867           Pavarde867  9 10 10 10  1  2  3  9  3  6  3  2  7  1  6  8 ; final points 6.99
Vardas7279         Pavarde7279 10  7  1  1  9  9  4  9  1 10  3  9  3  3  3  8 ; final points 6.99
Vardas2289         Pavarde2289  3  1 10  1  8  4 10  3  1  8  6  4  8  5 10  8 ; final points 6.99
Vardas7469         Pavarde7469  4  1  8  7  3  8  4  9  2  9  9  6  1  9  2  8 ; final points 6.99
Vardas3747         Pavarde3747  2  7  1  5  7  5  7  8  3  2  9  5  5  8  8  8 ; final points 6.99
Vardas1834         Pavarde1834  6  1  1  8 10  6  6  9  4  3 10  4 10  2  2  8 ; final points 6.99
Vardas7703         Pavarde7703  1  6  3  1  2 10  5  7  1  9  9  9  4  9  6  8 ; final points 6.99
Vardas851           Pavarde851  2  1  6  3  9  6  5  9 10  9  2  7  3  8  2  8 ; final points 6.99
Vardas8945         Pavarde8945 10  4  7  4  7  3  6  9  8  5  4  3  3  8  1  8 ; final points 6.99
Vardas1106         Pavarde1106  2  8  1 10  9  5  3  4  8  8  3  6  3  9  3  8 ; final points 6.99
Vardas6178         Pavarde6178  7  1  9  9  4  7  5  8  2  4  8  4  4  7  3  8 ; final points 6.99
Vardas7626         Pavarde7626  4  1  3  5  1  1  9  2  9  5  5  8 10 10  9  8 ; final points 6.99
Vardas6170         Pavarde6170  4  6  7 10  5  7  3  1  3  9  2 10  4  7  4  8 ; final points 6.99
Vardas1922         Pavarde1922  7  1  9  5  6  4  2  9  7  4 10  9  1  3  5  8 ; final points 6.99
Vardas9229         Pavarde9229  3  3  1  2  5  5  8  7  3  5  9  8  9  5  9  8 ; final points 6.99
Vardas4154         Pavarde4154  2  4  9  2  2  3  6  8  7  2  7  8  8  9  5  8 ; final points 6.99
Vardas4567         Pavarde4567  7  9  5  5  8  3  2  7  3  9  8  2  4  9  1  8 ; final points 6.99
Vardas2669         Pavarde2669  4  3  2  5  4  1  9  7  5  3  6  1  4  1  5  9 ; final points 7.00
Vardas3631         Pavarde3631  7  6  1 10  5 10  8  3  5  8  9  9  8  9  7  7 ; final points 7.00
Vardas3985         Pavarde3985 10  6  8  9 10  8  2  3  2  9 10  6  9  9  4  7 ; final points 7.00
